Date,Value
2013-08-02,6269844
2013-08-05,10200618
2013-08-06,9261140
2013-08-07,18212239
2013-08-08,27246839
2013-08-09,8936056
2013-08-12,14912165
2013-08-13,8748855
2013-08-14,11693803
2013-08-15,10188869
2013-08-16,7108122
2013-08-19,8037649
2013-08-20,6418127
2013-08-21,6266256
2013-08-22,10592380
2013-08-23,12931902
2013-08-26,24171167
2013-08-27,17566868
2013-08-28,14740077
2013-08-29,9445764
2013-08-30,11028410
2013-09-03,12061156
2013-09-04,11475681
2013-09-05,6693233
2013-09-06,8619622
2013-09-09,14344458
2013-09-10,8967778
2013-09-11,5832471
2013-09-12,6159988
2013-09-13,5409904
2013-09-16,7592592
2013-09-17,5500734
2013-09-18,5439629
2013-09-19,15594559
2013-09-20,13401725
2013-09-23,8191862
2013-09-24,6282426
2013-09-25,8252642
2013-09-26,6621609
2013-09-27,5923905
2013-09-30,8934536
2013-10-01,7761461
2013-10-02,20775395
2013-10-03,23816564
2013-10-04,14413959
2013-10-07,11485629
2013-10-08,13757280
2013-10-09,15316523
2013-10-10,8883949
2013-10-11,8311081
2013-10-14,7769625
2013-10-15,10978587
2013-10-16,8205361
2013-10-17,6704985
2013-10-18,5930839
2013-10-21,11532181
2013-10-22,11394712
2013-10-23,13327801
2013-10-24,10825661
2013-10-25,7595493
2013-10-28,7841721
2013-10-29,14111805
2013-10-30,8401796
2013-10-31,9340501
2013-11-01,7180577
2013-11-04,13120405
2013-11-05,22467081
2013-11-06,31071700
2013-11-07,22284713
2013-11-08,22477980
2013-11-11,13997576
2013-11-12,14985241
2013-11-13,12658336
2013-11-14,12203685
2013-11-15,9900186
2013-11-18,23138207
2013-11-19,19816170
2013-11-20,13849565
2013-11-21,11903812
2013-11-22,11104159
2013-11-25,10275360
2013-11-26,13885500
2013-11-27,12367699
2013-11-29,9716206
2013-12-02,7751219
2013-12-03,25682535
2013-12-04,13147674
2013-12-05,9288405
2013-12-06,7909588
2013-12-09,9061494
2013-12-10,10748217
2013-12-11,7137849
2013-12-12,10767778
2013-12-13,10599811
2013-12-16,6675310
2013-12-17,10495001
2013-12-18,11581889
2013-12-19,12758594
2013-12-20,7422529
2013-12-23,5385512
2013-12-24,9941515
2013-12-26,7129560
2013-12-27,5469091
2013-12-30,4472098
2013-12-31,4266723
2014-01-02,6195386
2014-01-03,4698862
2014-01-06,5367335
2014-01-07,5041801
