Date,Value
2001-02-02,1224721
2001-02-05,1550669
2001-02-06,956763
2001-02-07,2751198
2001-02-08,1468161
2001-02-09,991961
2001-02-12,1353161
2001-02-13,1786272
2001-02-14,2639194
2001-02-15,4234248
2001-02-16,4129908
2001-02-20,2678590
2001-02-21,2469267
2001-02-22,3114939
2001-02-23,3952236
2001-02-26,2871490
2001-02-27,2039601
2001-02-28,2995316
2001-03-01,3495857
2001-03-02,5399878
2001-03-05,2835741
2001-03-06,3186129
2001-03-07,3583707
2001-03-08,3163360
2001-03-09,4646359
2001-03-12,2911031
2001-03-13,4134983
2001-03-14,5162035
2001-03-15,7164952
2001-03-16,4681427
2001-03-19,3605843
2001-03-20,7601288
2001-03-21,7171457
2001-03-22,6485229
2001-03-23,5766386
2001-03-26,5894702
2001-03-27,6502197
2001-03-28,5475383
2001-03-29,6236997
2001-03-30,5436652
2001-04-02,4832036
2001-04-03,7608130
2001-04-04,12846554
2001-04-05,6587736
2001-04-06,5912860
2001-04-09,4190692
2001-04-10,4531582
2001-04-11,5450542
2001-04-12,5500651
2001-04-16,2917749
2001-04-17,4248416
2001-04-18,8794140
2001-04-19,6234620
2001-04-20,6776198
2001-04-23,4732655
2001-04-24,6985873
2001-04-25,5437847
2001-04-26,5675890
2001-04-27,3498275
2001-04-30,6047722
2001-05-01,7134009
2001-05-02,5911855
2001-05-03,3668909
2001-05-04,3643138
2001-05-07,3727005
2001-05-08,6191171
2001-05-09,5039633
2001-05-10,3815388
2001-05-11,3519109
2001-05-14,2685718
2001-05-15,4748268
2001-05-16,3657331
2001-05-17,3510461
2001-05-18,2199135
2001-05-21,4066170
2001-05-22,4022534
2001-05-23,8578304
2001-05-24,6418938
2001-05-25,3621079
2001-05-29,3519248
2001-05-30,12638082
2001-05-31,4824050
2001-06-01,3905509
2001-06-04,2374336
2001-06-05,3770519
2001-06-06,2669209
2001-06-07,4354252
2001-06-08,2724303
2001-06-11,2224403
2001-06-12,4212265
2001-06-13,3586024
2001-06-14,3615062
2001-06-15,4180805
2001-06-18,3272315
2001-06-19,5779270
2001-06-20,6719245
2001-06-21,5670155
2001-06-22,2907299
2001-06-25,2445180
2001-06-26,2894866
2001-06-27,3421782
2001-06-28,3473322
2001-06-29,2832107
2001-07-02,3973082
2001-07-03,1551827
2001-07-05,3896300
2001-07-06,3067228
2001-07-09,3873893
2001-07-10,4670160
2001-07-11,3455544
2001-07-12,3749716
2001-07-13,2636498
2001-07-16,4552414
2001-07-17,4469063
2001-07-18,3212002
2001-07-19,3213284
2001-07-20,2836519
2001-07-23,5914732
2001-07-24,5214678
2001-07-25,4758361
2001-07-26,6554416
2001-07-27,4181436
2001-07-30,2224688
2001-07-31,4535267
2001-08-01,4602791
2001-08-02,4194345
2001-08-03,3133022
2001-08-06,4937318
2001-08-07,4159522
2001-08-08,4300458
2001-08-09,6278182
2001-08-10,3960641
2001-08-13,5789506
2001-08-14,8976956
2001-08-15,6937517
2001-08-16,3920398
2001-08-17,6374786
2001-08-20,4519055
2001-08-21,4533981
2001-08-22,5723300
2001-08-23,3888867
2001-08-24,4247637
2001-08-27,4888125
2001-08-28,4505978
2001-08-29,5502411
2001-08-30,5468360
2001-08-31,3392137
2001-09-04,7091617
2001-09-05,9152109
2001-09-06,7461416
2001-09-07,7525069
2001-09-10,7152710
2001-09-17,8700189
2001-09-18,6832394
2001-09-19,11937789
2001-09-20,11245554
2001-09-21,9370994
2001-09-24,11517295
2001-09-25,7218115
2001-09-26,3293215
2001-09-27,6930216
2001-09-28,7985458
2001-10-01,7441098
2001-10-02,8579027
2001-10-03,13755001
2001-10-04,15132209
2001-10-05,8236159
2001-10-08,5851567
2001-10-09,7008917
2001-10-10,7403704
2001-10-11,7029663
2001-10-12,9578279
2001-10-15,6951478
2001-10-16,10591168
2001-10-17,12961100
2001-10-18,7798131
2001-10-19,8092616
2001-10-22,7422043
2001-10-23,7281560
2001-10-24,9260791
2001-10-25,8820586
2001-10-26,8380804
2001-10-29,7675369
2001-10-30,8816036
2001-10-31,7557024
2001-11-01,8356143
2001-11-02,8309549
2001-11-05,7140843
2001-11-06,10812642
2001-11-07,10843230
2001-11-08,14811514
2001-11-09,17349920
2001-11-12,11144282
2001-11-13,11055845
2001-11-14,8791643
2001-11-15,6690014
2001-11-16,3790429
2001-11-19,14858098
2001-11-20,7168304
2001-11-21,5567679
2001-11-23,1940512
2001-11-26,9294036
2001-11-27,9050093
2001-11-28,5899199
2001-11-29,40285149
2001-11-30,7996807
2001-12-03,6505535
2001-12-04,10590843
2001-12-05,13039933
2001-12-06,8697337
2001-12-07,6167871
2001-12-10,5316229
2001-12-11,6052495
2001-12-12,7675829
2001-12-13,6733147
2001-12-14,5763946
2001-12-17,8257846
2001-12-18,6775008
2001-12-19,6529252
2001-12-20,7267030
2001-12-21,5531242
2001-12-24,2026925
2001-12-26,4903627
2001-12-27,5577694
2001-12-28,5787994
2001-12-31,5633557
2002-01-02,9908809
2002-01-03,10802088
2002-01-04,7153005
2002-01-07,7433506
2002-01-08,5914586
2002-01-09,8718248
2002-01-10,7581389
2002-01-11,10547622
2002-01-14,10461820
2002-01-15,14044153
2002-01-16,8519452
2002-01-17,8560679
2002-01-18,6139587
2002-01-22,8288662
2002-01-23,6789864
2002-01-24,8692082
2002-01-25,6247088
2002-01-28,7056723
2002-01-29,10557253
2002-01-30,9305999
2002-01-31,7439957
2002-02-01,5257989
2002-02-04,8440683
2002-02-05,11265808
2002-02-06,9485589
2002-02-07,7368727
2002-02-08,14294627
2002-02-11,9540754
2002-02-12,9292109
2002-02-13,9399017
2002-02-14,8553145
2002-02-15,30409387
2002-02-19,15066504
2002-02-20,14043497
2002-02-21,11690752
2002-02-22,19754122
2002-02-25,12213623
2002-02-26,14534433
2002-02-27,13160847
2002-02-28,12110946
2002-03-01,10011790
2002-03-04,11341541
2002-03-05,10535532
2002-03-06,11045911
2002-03-07,10286102
2002-03-08,9704404
2002-03-11,6191739
2002-03-12,9586963
2002-03-13,7878807
2002-03-14,8704599
2002-03-15,9534794
2002-03-18,8120996
2002-03-19,6462855
2002-03-20,17512991
2002-03-21,13160054
2002-03-22,9543038
2002-03-25,6754240
2002-03-26,8583464
2002-03-27,8159138
2002-03-28,23636381
2002-04-01,18067950
2002-04-02,10980110
2002-04-03,8361667
2002-04-04,8639742
2002-04-05,7836728
2002-04-08,8785127
2002-04-09,10548572
2002-04-10,28173049
2002-04-11,10975460
2002-04-12,10517397
2002-04-15,8839504
2002-04-16,6524958
2002-04-17,7214214
2002-04-18,5287056
2002-04-19,8621802
2002-04-22,6173503
2002-04-23,5909945
2002-04-24,12089094
2002-04-25,8926507
2002-04-26,9097218
2002-04-29,30028619
2002-04-30,13566942
2002-05-01,13127951
2002-05-02,8592371
2002-05-03,6515098
2002-05-06,8417512
2002-05-07,10789336
2002-05-08,12898868
2002-05-09,9404526
2002-05-10,10098238
2002-05-13,6112751
2002-05-14,11659733
2002-05-15,11491946
2002-05-16,7526184
2002-05-17,7136155
2002-05-20,7285212
2002-05-21,10561517
2002-05-22,11694457
2002-05-23,19533687
2002-05-24,5620697
2002-05-28,10442915
2002-05-29,10016235
2002-05-30,8144351
2002-05-31,5148262
2002-06-03,6883815
2002-06-04,8349088
2002-06-05,8514539
2002-06-06,5647414
2002-06-07,10477916
2002-06-10,5722805
2002-06-11,6554686
2002-06-12,17311915
2002-06-13,9670843
2002-06-14,8524207
2002-06-17,8053999
2002-06-18,7699648
2002-06-19,19818204
2002-06-20,10883439
