Date,Value
06/01/1972,3626.92
07/03/1972,3751.32
08/01/1972,3951.65
09/01/1972,4090.39
10/02/1972,4393.67
11/01/1972,4541.77
12/01/1972,4781.48
01/04/1973,5232.86
02/01/1973,5066.17
03/01/1973,5139.95
04/02/1973,5181.68
05/01/1973,4594.65
06/01/1973,4546.74
07/02/1973,4688.77
08/01/1973,4972.81
09/03/1973,4838.25
10/01/1973,4582.77
11/01/1973,4634.83
12/03/1973,4510.52
01/04/1974,4259.2
02/01/1974,4489.94
03/01/1974,4538.69
04/01/1974,4466.32
05/01/1974,4644.26
06/03/1974,4771.86
07/01/1974,4622.15
08/01/1974,4491.52
09/02/1974,4134.35
10/01/1974,3854.11
11/01/1974,3547.58
12/02/1974,3974.72
01/06/1975,3717.58
02/03/1975,3998.59
03/03/1975,4302.04
04/01/1975,4478.97
05/01/1975,4504.31
06/02/1975,4378.51
07/01/1975,4541.25
08/01/1975,4292.55
09/01/1975,4045.98
10/01/1975,3870.11
11/04/1975,4339.48
12/01/1975,4306.75
01/05/1976,4403.06
02/02/1976,4670.29
03/01/1976,4630.53
04/01/1976,4581.82
05/04/1976,4638.13
06/01/1976,4686.0
07/01/1976,4865.55
08/02/1976,4640.89
09/01/1976,4786.15
10/01/1976,4815.54
11/01/1976,4645.54
12/01/1976,4504.78
01/04/1977,4998.85
02/01/1977,5008.32
03/01/1977,5073.65
04/01/1977,5001.21
05/02/1977,5132.89
06/01/1977,5014.5
07/01/1977,4978.42
08/01/1977,4970.71
09/01/1977,5238.6
10/03/1977,5262.26
11/01/1977,5021.08
12/01/1977,4913.12
01/04/1978,4867.91
02/01/1978,5138.47
03/01/1978,5210.58
04/03/1978,5430.33
05/01/1978,5532.93
06/01/1978,5476.24
07/03/1978,5562.97
08/01/1978,5585.41
09/01/1978,5599.58
10/02/1978,5780.86
11/01/1978,5872.42
12/01/1978,6002.74
01/04/1979,6041.57
02/01/1979,6200.0
03/01/1979,5975.56
04/02/1979,6088.99
05/01/1979,6236.92
06/01/1979,6176.93
07/02/1979,6283.14
08/01/1979,6322.68
09/03/1979,6405.79
10/01/1979,6577.89
11/01/1979,6415.35
12/03/1979,6475.55
01/04/1980,6560.16
02/01/1980,6777.64
03/03/1980,6793.56
04/01/1980,6502.8
05/01/1980,6865.08
06/02/1980,6862.7
07/01/1980,6824.35
08/01/1980,6788.3
09/01/1980,6889.54
10/01/1980,7123.08
11/04/1980,7149.37
12/01/1980,7160.29
01/05/1981,7150.95
02/02/1981,7322.06
03/02/1981,7155.58
04/01/1981,7389.99
05/01/1981,7575.6
06/01/1981,7589.95
07/01/1981,7894.93
08/03/1981,7815.97
09/01/1981,7735.71
10/01/1981,7365.91
11/02/1981,7539.63
12/01/1981,7521.73
01/01/1982,7681.84
02/01/1982,7909.79
03/01/1982,7327.44
04/01/1982,7293.67
05/03/1982,7390.8
06/01/1982,7368.66
07/01/1982,7179.38
08/02/1982,7208.29
09/01/1982,7152.55
10/01/1982,6849.78
11/01/1982,7334.64
12/01/1982,7966.77
01/03/1983,8016.67
02/01/1983,8105.52
03/01/1983,7988.85
04/01/1983,8469.0
05/02/1983,8704.39
06/01/1983,8549.7
07/01/1983,8935.66
08/01/1983,9015.58
09/01/1983,9228.35
10/03/1983,9450.1
11/01/1983,9350.91
12/01/1983,9336.6
01/02/1984,9893.82
02/01/1984,10200.58
03/01/1984,9920.27
04/02/1984,11050.19
05/01/1984,11019.1
06/01/1984,9913.2
07/02/1984,10410.86
08/01/1984,9948.4
09/03/1984,10630.1
10/01/1984,10653.79
11/01/1984,11169.6
12/03/1984,11513.6
01/02/1985,11542.6
02/01/1985,11946.96
03/01/1985,12412.14
04/01/1985,12677.1
05/01/1985,12456.65
06/03/1985,12473.4
07/01/1985,12919.0
08/01/1985,12538.3
09/02/1985,12726.6
10/01/1985,12685.37
11/01/1985,12808.1
12/02/1985,12796.9
01/01/1986,13083.18
02/03/1986,13086.5
03/03/1986,13757.6
04/01/1986,15745.89
05/01/1986,15782.6
06/02/1986,16739.3
07/01/1986,17622.69
08/01/1986,17321.93
09/01/1986,18820.75
10/01/1986,17564.39
11/03/1986,16910.63
12/01/1986,18308.0
01/05/1987,18820.5
02/02/1987,20072.1
03/02/1987,20933.8
04/01/1987,22040.19
05/01/1987,23680.8
06/01/1987,24992.77
07/01/1987,24252.38
08/03/1987,24483.81
09/01/1987,26118.42
10/01/1987,25721.74
11/02/1987,23358.6
12/01/1987,22832.89
01/04/1988,21217.04
02/01/1988,23732.32
03/01/1988,25435.9
04/01/1988,26104.22
05/02/1988,27669.72
06/01/1988,27703.91
07/01/1988,27503.53
08/01/1988,28326.31
09/01/1988,26934.26
10/03/1988,27545.53
11/01/1988,28013.67
12/01/1988,29541.46
01/04/1989,30243.66
02/01/1989,31360.68
03/01/1989,31964.3
04/03/1989,33042.07
05/01/1989,33793.17
06/01/1989,33981.35
07/03/1989,33236.42
08/01/1989,34898.46
09/01/1989,34348.22
10/02/1989,35622.97
11/01/1989,35564.43
12/01/1989,37132.68
01/04/1990,38712.88
02/01/1990,37206.42
03/01/1990,33829.58
04/02/1990,28002.07
05/01/1990,29689.83
06/01/1990,32891.12
07/02/1990,32160.23
08/01/1990,30837.99
09/03/1990,25420.43
10/01/1990,20221.86
11/01/1990,24295.16
12/03/1990,22725.99
01/04/1991,24069.18
02/01/1991,23156.7
03/01/1991,25881.57
04/01/1991,26007.4
05/01/1991,26489.0
06/03/1991,25912.61
07/01/1991,24108.76
08/01/1991,24072.73
09/02/1991,22469.01
10/01/1991,24377.01
11/01/1991,25044.24
12/02/1991,21992.29
01/06/1992,23801.18
02/03/1992,22139.59
03/02/1992,21487.82
04/01/1992,18581.79
05/01/1992,17303.39
06/01/1992,18004.11
07/01/1992,16325.07
08/03/1992,15709.45
09/01/1992,17740.06
10/01/1992,17369.91
11/02/1992,16853.36
12/01/1992,17313.04
01/04/1993,16994.08
02/01/1993,17133.64
03/01/1993,16879.6
04/01/1993,19099.09
05/06/1993,20622.03
06/01/1993,20591.41
07/01/1993,19924.61
08/02/1993,20343.53
09/01/1993,20953.3
10/01/1993,20283.13
11/01/1993,19438.24
12/01/1993,17125.31
01/04/1994,17369.74
02/01/1994,20416.34
03/01/1994,20216.62
04/01/1994,19277.16
05/02/1994,19570.21
06/01/1994,21053.11
07/01/1994,20543.41
08/01/1994,20271.35
09/01/1994,20642.93
10/03/1994,19650.03
11/01/1994,19916.48
12/01/1994,19013.6
01/04/1995,19684.04
02/01/1995,18739.47
03/01/1995,16618.71
04/03/1995,15381.29
05/01/1995,16811.46
06/01/1995,15594.57
07/03/1995,14485.41
08/01/1995,16358.57
09/01/1995,18120.73
10/02/1995,17739.84
11/01/1995,17474.49
12/01/1995,18833.1
01/04/1996,20618.0
02/01/1996,20935.12
03/01/1996,20168.63
04/01/1996,21560.39
05/01/1996,21815.01
06/03/1996,21588.52
07/01/1996,22455.49
08/01/1996,20984.83
09/02/1996,20107.11
10/01/1996,21462.97
11/01/1996,20633.06
12/02/1996,20674.69
01/06/1997,19446.0
02/03/1997,18085.95
03/03/1997,18429.13
04/01/1997,17869.59
05/01/1997,19275.33
06/02/1997,20451.85
07/01/1997,20175.52
08/01/1997,19804.38
09/01/1997,17974.3
10/01/1997,17842.16
11/04/1997,16500.1
12/01/1997,17007.59
01/05/1998,14956.84
02/02/1998,16776.82
03/02/1998,17264.34
04/01/1998,16241.66
05/01/1998,15601.1
06/01/1998,15321.03
07/01/1998,16362.89
08/03/1998,16165.08
09/01/1998,14369.63
10/01/1998,13197.12
11/02/1998,13952.75
12/01/1998,14835.41
01/04/1999,13415.89
02/01/1999,14465.18
03/01/1999,14221.75
04/01/1999,16327.56
05/06/1999,17300.61
06/01/1999,16408.5
07/01/1999,17860.75
08/02/1999,17825.7
09/01/1999,17802.48
10/01/1999,17712.56
11/01/1999,17996.92
12/01/1999,18495.95
01/04/2000,19002.86
02/01/2000,19423.38
03/01/2000,20081.67
04/03/2000,20726.99
05/01/2000,18403.08
06/01/2000,16694.3
07/03/2000,17614.66
08/01/2000,16099.67
09/01/2000,16739.78
10/02/2000,15902.51
11/01/2000,14872.39
12/01/2000,14835.33
01/04/2001,13691.49
02/01/2001,13779.55
03/01/2001,12681.66
04/02/2001,12937.86
05/01/2001,14425.46
06/01/2001,13261.84
07/02/2001,12751.18
08/01/2001,11959.33
09/03/2001,10409.68
